"Name"	"Count"	"Path"	"Length"	"LastWriteTime"
"עמוד-67.css"	"6"	"sources/legacy/parabula-old/styles/pages/עמוד-67.css"	"263"	"04/07/2026 23:49:54"
"עמוד-67.css"	"6"	"styles/pages/עמוד-67.css"	"1702"	"04/07/2026 23:49:55"
"עמוד-68.css"	"6"	"docs/styles/pages/עמוד-68.css"	"1243"	"04/07/2026 23:49:54"
"עמוד-68.css"	"6"	"meta/backup/equations_cleanup_20260415_064704/styles/pages/עמוד-68.css"	"388"	"04/07/2026 23:49:54"
"עמוד-68.css"	"6"	"sources/backups/pre-promotion-20260319-074035/styles/pages/עמוד-68.css"	"263"	"04/07/2026 23:49:54"
"עמוד-68.css"	"6"	"sources/legacy/parabula-old/site/styles/pages/עמוד-68.css"	"263"	"04/07/2026 23:49:54"
"עמוד-68.css"	"6"	"sources/legacy/parabula-old/styles/pages/עמוד-68.css"	"263"	"04/07/2026 23:49:54"
"עמוד-68.css"	"6"	"styles/pages/עמוד-68.css"	"1702"	"04/07/2026 23:49:55"
"עמוד-69.css"	"6"	"docs/styles/pages/עמוד-69.css"	"1243"	"04/07/2026 23:49:54"
"עמוד-69.css"	"6"	"meta/backup/equations_cleanup_20260415_064704/styles/pages/עמוד-69.css"	"388"	"04/07/2026 23:49:54"
"עמוד-69.css"	"6"	"sources/backups/pre-promotion-20260319-074035/styles/pages/עמוד-69.css"	"263"	"04/07/2026 23:49:54"
"עמוד-69.css"	"6"	"sources/legacy/parabula-old/site/styles/pages/עמוד-69.css"	"263"	"04/07/2026 23:49:54"
"עמוד-69.css"	"6"	"sources/legacy/parabula-old/styles/pages/עמוד-69.css"	"263"	"04/07/2026 23:49:54"
"עמוד-69.css"	"6"	"styles/pages/עמוד-69.css"	"1702"	"04/07/2026 23:49:55"
"עמוד-7.html"	"6"	"עמוד-7.html"	"9399"	"04/07/2026 23:49:55"
"עמוד-7.html"	"6"	"docs/עמוד-7.html"	"9399"	"04/07/2026 23:49:54"
"עמוד-7.html"	"6"	"sources/backups/pre-promotion-20260319-074035/עמוד-7.html"	"9399"	"04/07/2026 23:49:54"
"עמוד-7.html"	"6"	"sources/legacy/parabula-old/עמוד-7.html"	"9399"	"04/07/2026 23:49:54"
"עמוד-7.html"	"6"	"sources/legacy/parabula-old/site/עמוד-7.html"	"9399"	"04/07/2026 23:49:54"
"עמוד-7.html"	"6"	"sources/legacy/parabula-old/site/משוואות/עמוד-7.html"	"736"	"04/07/2026 23:49:54"
"עמוד-70.css"	"6"	"docs/styles/pages/עמוד-70.css"	"1243"	"04/07/2026 23:49:54"
"עמוד-70.css"	"6"	"meta/backup/equations_cleanup_20260415_064704/styles/pages/עמוד-70.css"	"388"	"04/07/2026 23:49:54"
"עמוד-70.css"	"6"	"sources/backups/pre-promotion-20260319-074035/styles/pages/עמוד-70.css"	"263"	"04/07/2026 23:49:54"
"עמוד-70.css"	"6"	"sources/legacy/parabula-old/site/styles/pages/עמוד-70.css"	"263"	"04/07/2026 23:49:54"
"עמוד-70.css"	"6"	"sources/legacy/parabula-old/styles/pages/עמוד-70.css"	"263"	"04/07/2026 23:49:54"
"עמוד-70.css"	"6"	"styles/pages/עמוד-70.css"	"1702"	"04/07/2026 23:49:55"
"עמוד-71.css"	"6"	"docs/styles/pages/עמוד-71.css"	"1243"	"04/07/2026 23:49:54"
"עמוד-71.css"	"6"	"meta/backup/equations_cleanup_20260415_064704/styles/pages/עמוד-71.css"	"388"	"04/07/2026 23:49:54"
"עמוד-71.css"	"6"	"sources/backups/pre-promotion-20260319-074035/styles/pages/עמוד-71.css"	"263"	"04/07/2026 23:49:54"
"עמוד-71.css"	"6"	"sources/legacy/parabula-old/site/styles/pages/עמוד-71.css"	"263"	"04/07/2026 23:49:54"
"עמוד-71.css"	"6"	"sources/legacy/parabula-old/styles/pages/עמוד-71.css"	"263"	"04/07/2026 23:49:54"
"עמוד-71.css"	"6"	"styles/pages/עמוד-71.css"	"1702"	"04/07/2026 23:49:55"
"עמוד-73.css"	"6"	"docs/styles/pages/עמוד-73.css"	"1243"	"04/07/2026 23:49:54"
"עמוד-73.css"	"6"	"meta/backup/equations_cleanup_20260415_064704/styles/pages/עמוד-73.css"	"388"	"04/07/2026 23:49:54"
"עמוד-73.css"	"6"	"sources/backups/pre-promotion-20260319-074035/styles/pages/עמוד-73.css"	"263"	"04/07/2026 23:49:54"
"עמוד-73.css"	"6"	"sources/legacy/parabula-old/site/styles/pages/עמוד-73.css"	"263"	"04/07/2026 23:49:54"
"עמוד-73.css"	"6"	"sources/legacy/parabula-old/styles/pages/עמוד-73.css"	"263"	"04/07/2026 23:49:54"
"עמוד-73.css"	"6"	"styles/pages/עמוד-73.css"	"1702"	"04/07/2026 23:49:55"
"עמוד-74.css"	"6"	"docs/styles/pages/עמוד-74.css"	"1243"	"04/07/2026 23:49:54"
